Title: The Carnegie Supernova Project I: Third Photometry Data Release of 
       Low-Redshift Type Ia Supernovae and Other White Dwarf Explosions  
Authors: Krisciunas K., Contreras C., Burns C.R., Phillips M.M., 
         Stritzinger M.D., Morrell N., Hamuy M., Anais J., Boldt L., Busta L., 
         Campillay A., Castellon S., Folatelli G., Freedman W.L., Gonzalez C., 
         Hsiao E.Y., Krzeminski W., Persson S.E., Roth M., Salgado F., Seron J.,
         Suntzeff N.B., Torres S., Filippenko A.V., Li W., Madore B.F., 
         Depoy D.L., Marshall J.L., Rheault J.-P., Villanueva S. 
SN2008hv 2454912.69 18.774 0.067  0.000 0.000  0.000 0.000 
SN2008hv 2454912.70 18.710 0.068  0.000 0.000  0.000 0.000 
SN2008ia 2454847.76 17.081 0.022 18.217 0.085 17.061 0.088 
SN2008ia 2454847.77 17.108 0.024 18.333 0.100 16.912 0.097 
SN2008ia 2454854.85 17.514 0.027 18.703 0.075 17.531 0.105 
SN2008ia 2454854.87  0.000 0.000 18.878 0.088 17.605 0.107 
SN2008ia 2454857.74 17.594 0.038 19.084 0.124 17.735 0.120 
SN2008ia 2454857.75 17.654 0.028  0.000 0.000 17.780 0.131 
SN2009D  2454847.59 17.108 0.021 17.002 0.039 16.839 0.083 
SN2009D  2454847.59 17.112 0.018 16.973 0.034  0.000 0.000 
SN2009D  2454849.59 17.133 0.016 17.344 0.032 17.045 0.047 
SN2009D  2454849.60 17.139 0.021 17.269 0.027 17.120 0.044 
SN2009D  2454853.59 17.153 0.019  0.000 0.000  0.000 0.000 
SN2009D  2454854.54 17.148 0.022 17.857 0.047 17.109 0.047 
SN2009D  2454854.55 17.165 0.022 17.771 0.036 17.108 0.052 
SN2009D  2454868.53 16.636 0.013 17.575 0.030 16.907 0.040 
SN2009D  2454868.54 16.610 0.013 17.641 0.033 16.839 0.032 
SN2009D  2454875.53 16.404 0.013 17.451 0.028 16.890 0.041 
SN2009D  2454875.53 16.400 0.011 17.411 0.038  0.000 0.000 
SN2009D  2454890.51 17.114 0.024 18.508 0.109  0.000 0.000 
SN2009D  2454890.52 17.142 0.019 18.453 0.111  0.000 0.000 
SN2009F  2454846.70 16.084 0.011 16.035 0.014 15.939 0.026 
SN2009F  2454846.71 16.112 0.010 16.038 0.010 15.958 0.023 
SN2009F  2454849.65 16.135 0.012 16.222 0.015 16.095 0.038 
SN2009F  2454849.65 16.151 0.015 16.230 0.017 15.965 0.027 
SN2009F  2454853.66 16.205 0.012 16.510 0.025 16.216 0.034 
SN2009F  2454853.66 16.207 0.010 16.536 0.019  0.000 0.000 
SN2009F  2454857.69 16.459 0.013 16.969 0.029  0.000 0.000 
SN2009F  2454857.70 16.492 0.015 16.920 0.030  0.000 0.000 
SN2009F  2454860.63 16.729 0.014 17.450 0.048 16.791 0.059 
SN2009F  2454860.62 16.749 0.016 17.411 0.040  0.000 0.000 
SN2009I  2454846.58 16.986 0.017 16.748 0.019 16.898 0.049 
SN2009I  2454846.59 17.006 0.021 16.796 0.020 16.884 0.044 
SN2009I  2454849.54 17.049 0.027 16.798 0.025 16.909 0.055 
SN2009I  2454849.55 17.099 0.028 16.771 0.028 17.018 0.069 
SN2009I  2454853.55 17.369 0.026 16.953 0.028 17.129 0.066 
SN2009I  2454853.55 17.380 0.024 16.939 0.024 17.113 0.066 
SN2009I  2454857.61 17.674 0.049 17.122 0.051 17.420 0.176 
SN2009I  2454857.60 17.727 0.038 17.193 0.084  0.000 0.000 
SN2009I  2454860.56 17.863 0.042 17.516 0.053  0.000 0.000 
SN2009I  2454860.57 17.855 0.043 17.583 0.056  0.000 0.000 
SN2009J  2454846.74 18.939 0.049  0.000 0.000  0.000 0.000 
SN2009J  2454847.69 18.881 0.064  0.000 0.000  0.000 0.000 
SN2009J  2454853.71 18.641 0.048  0.000 0.000  0.000 0.000 
SN2009J  2454860.69 18.710 0.070  0.000 0.000  0.000 0.000 
SN2009P  2454868.71 17.285 0.025 16.975 0.031  0.000 0.000 
SN2009P  2454868.71 17.215 0.031 17.001 0.026  0.000 0.000 
SN2009P  2454875.71 17.897 0.034 17.338 0.036  0.000 0.000 
SN2009P  2454882.76 17.974 0.037  0.000 0.000  0.000 0.000 
SN2009P  2454882.77 17.867 0.040  0.000 0.000  0.000 0.000 
SN2009P  2454886.67 17.745 0.035 18.184 0.095  0.000 0.000 
SN2009P  2454890.73 17.499 0.029 18.105 0.083  0.000 0.000 
SN2009P  2454895.78 17.333 0.036 17.792 0.066  0.000 0.000 
SN2009P  2454895.77 17.241 0.026  0.000 0.000  0.000 0.000 
SN2009P  2454919.71 17.857 0.053  0.000 0.000  0.000 0.000 
SN2009P  2454919.72 17.754 0.040  0.000 0.000  0.000 0.000 
SN2009Y  2454868.84 14.851 0.013 14.751 0.011  0.000 0.000 
SN2009Y  2454868.86  0.000 0.000 14.805 0.014  0.000 0.000 
SN2009Y  2454875.84 14.825 0.010 14.574 0.011 14.839 0.011 
SN2009Y  2454875.85 14.829 0.012 14.603 0.010 14.807 0.011 
SN2009Y  2454886.88 15.520 0.012 15.805 0.011  0.000 0.000 
SN2009Y  2454886.89 15.489 0.013 15.871 0.013  0.000 0.000 
SN2009Y  2454887.83 15.524 0.013 16.051 0.018 15.237 0.012 
SN2009Y  2454887.84 15.525 0.012 16.060 0.018 15.210 0.015 
SN2009Y  2454890.88 15.452 0.012 16.264 0.016  0.000 0.000 
SN2009Y  2454890.89 15.463 0.010 16.261 0.014  0.000 0.000 
SN2009Y  2454891.89 15.419 0.009  0.000 0.000 15.177 0.016 
SN2009Y  2454891.90 15.415 0.011  0.000 0.000 15.136 0.014 
SN2009Y  2454894.83 15.185 0.008  0.000 0.000  0.000 0.000 
SN2009Y  2454894.84 15.213 0.008  0.000 0.000  0.000 0.000 
SN2009Y  2454899.89 14.834 0.012 15.862 0.016  0.000 0.000 
SN2009Y  2454899.90 14.814 0.013  0.000 0.000  0.000 0.000 
SN2009Y  2454901.82 14.661 0.009 15.744 0.011 14.796 0.012 
SN2009Y  2454901.83 14.682 0.010 15.753 0.012 14.796 0.010 
SN2009Y  2454913.93 14.637 0.012 15.824 0.013 15.178 0.016 
SN2009Y  2454913.93 14.662 0.011 15.819 0.012  0.000 0.000 
SN2009Y  2454919.92 15.001 0.014 16.360 0.020 15.519 0.022 
SN2009Y  2454919.93 15.001 0.018 16.303 0.016 15.469 0.020 
SN2009Y  2454921.92 15.081 0.009 16.466 0.022 15.619 0.032 
SN2009Y  2454921.94 15.129 0.009 16.440 0.018  0.000 0.000 
SN2009Y  2454929.90 15.529 0.009 17.037 0.028 15.911 0.031 
SN2009Y  2454929.91 15.563 0.013 17.035 0.025 15.859 0.027 
SN2009Y  2454962.69 17.270 0.025  0.000 0.000 17.193 0.074 
SN2009Y  2454962.69 17.214 0.024  0.000 0.000 17.314 0.080 
SN2009Y  2454965.67 17.387 0.030 19.151 0.150 17.441 0.094 
SN2009Y  2454965.68 17.286 0.024  0.000 0.000 17.416 0.091 
SN2009aa 2454868.77 17.393 0.024 17.353 0.024 17.292 0.045 
SN2009aa 2454868.78 17.367 0.024 17.317 0.026 17.375 0.057 
SN2009aa 2454875.78 16.792 0.015 16.720 0.016 16.979 0.043 
SN2009aa 2454875.78 16.824 0.015 16.699 0.018 16.972 0.050 
SN2009aa 2454882.70 17.321 0.018 17.165 0.029 17.340 0.064 
SN2009aa 2454882.71 17.326 0.021 17.179 0.025 17.285 0.060 
SN2009aa 2454886.73 17.513 0.023 17.741 0.040 17.400 0.069 
SN2009aa 2454886.74 17.551 0.023 17.698 0.040 17.590 0.087 
SN2009aa 2454887.73 17.556 0.033 17.952 0.047 17.653 0.075 
SN2009aa 2454887.74 17.607 0.028 17.911 0.050 17.456 0.072 
SN2009aa 2454889.74 17.583 0.023 18.198 0.066  0.000 0.000 
SN2009aa 2454889.75 17.611 0.029 18.107 0.063  0.000 0.000 
SN2009aa 2454891.78 17.491 0.025 18.143 0.100 17.416 0.072 
SN2009aa 2454891.79 17.515 0.024 18.407 0.100 17.590 0.062 
SN2009aa 2454892.76 17.484 0.026 18.233 0.059 17.682 0.095 
SN2009aa 2454892.77 17.497 0.027 18.377 0.064 17.511 0.082 
SN2009aa 2454894.66 17.407 0.022 18.113 0.073 17.679 0.135 
SN2009aa 2454894.67 17.402 0.026 18.127 0.062 17.362 0.087 
SN2009aa 2454899.74 17.121 0.018 18.056 0.053 17.192 0.050 
SN2009aa 2454899.75 17.177 0.021 18.087 0.055 17.152 0.053 
SN2009aa 2454901.65 17.065 0.024 18.118 0.069 17.079 0.063 
SN2009aa 2454901.66 17.084 0.027 17.910 0.057 17.234 0.078 
SN2009aa 2454907.76 16.793 0.013 17.811 0.044 17.172 0.052 
SN2009aa 2454907.77 16.814 0.017  0.000 0.000 17.061 0.056 
SN2009aa 2454913.73 17.010 0.017 17.887 0.043 17.296 0.061 
SN2009aa 2454913.73 16.993 0.019 17.945 0.054 17.494 0.066 
SN2009aa 2454921.76 17.487 0.022 18.668 0.090 17.833 0.080 
SN2009aa 2454921.77 17.419 0.024 18.583 0.071 18.028 0.121 
SN2009aa 2454929.69 17.890 0.030 18.856 0.106 18.265 0.168 
SN2009aa 2454929.69 17.806 0.030 18.792 0.112  0.000 0.000 
SN2009aa 2454939.73 18.266 0.049 19.271 0.137  0.000 0.000 
SN2009aa 2454939.74 18.345 0.058 19.413 0.189  0.000 0.000 
SN2009ab 2454875.59 15.572 0.012 15.428 0.013 15.484 0.022 
SN2009ab 2454875.60 15.600 0.013 15.431 0.011 15.517 0.019 
SN2009ab 2454886.52 15.761 0.010 15.500 0.013 15.621 0.023 
SN2009ab 2454886.52 15.783 0.015 15.531 0.013 15.639 0.026 
SN2009ab 2454887.51 15.813 0.012 15.614 0.014 15.631 0.021 
SN2009ab 2454887.52 15.831 0.010 15.582 0.013 15.674 0.020 
SN2009ab 2454889.52 15.978 0.014 15.852 0.014 15.767 0.029 
SN2009ab 2454889.52 15.946 0.011 15.859 0.015 15.814 0.031 
SN2009ab 2454891.53 16.087 0.010 16.240 0.023 15.855 0.024 
SN2009ab 2454891.54 16.064 0.012 16.203 0.016 15.870 0.023 
SN2009ab 2454893.54 16.112 0.012 16.655 0.023 15.984 0.034 
SN2009ab 2454893.55 16.124 0.011 16.613 0.020 15.901 0.032 
SN2009ab 2454901.51 15.750 0.013 16.687 0.026 15.642 0.024 
SN2009ab 2454901.52 15.731 0.013 16.657 0.022 15.647 0.025 
SN2009ad 2454882.54 16.871 0.018 16.750 0.022 17.030 0.071 
SN2009ad 2454882.55 16.836 0.015 16.777 0.027 17.172 0.077 
SN2009ad 2454887.57 17.194 0.017 16.923 0.022 17.324 0.066 
SN2009ad 2454887.58 17.172 0.019 16.948 0.023 17.150 0.063 
SN2009ad 2454889.57 17.284 0.028 17.050 0.030 17.551 0.131 
SN2009ad 2454889.58 17.340 0.026  0.000 0.000 17.436 0.113 
SN2009ad 2454890.57 17.484 0.028 17.114 0.035 17.407 0.097 
SN2009ad 2454890.57 17.451 0.029 17.134 0.029  0.000 0.000 
SN2009ad 2454891.58 17.497 0.022 17.221 0.030  0.000 0.000 
SN2009ad 2454891.59 17.528 0.027 17.288 0.032  0.000 0.000 
SN2009ad 2454892.53 17.558 0.025 17.415 0.038 17.465 0.124 
SN2009ad 2454892.54 17.566 0.025  0.000 0.000 17.541 0.116 
SN2009ad 2454894.53 17.677 0.035 17.662 0.045 17.483 0.112 
SN2009ad 2454894.54 17.650 0.032  0.000 0.000 17.611 0.127 
SN2009ad 2454899.53 17.711 0.030 18.334 0.081 17.893 0.153 
SN2009ad 2454899.53 17.743 0.032 18.416 0.100 17.644 0.119 
SN2009ad 2454901.56 17.672 0.037 18.362 0.098  0.000 0.000 
SN2009ad 2454901.55 17.644 0.031  0.000 0.000  0.000 0.000 
SN2009ad 2454912.54 17.019 0.029 18.015 0.116 17.338 0.127 
SN2009ad 2454912.55 17.035 0.021 18.137 0.100 17.281 0.110 
SN2009ad 2454919.54  0.000 0.000 17.737 0.094 16.972 0.071 
SN2009ad 2454919.56  0.000 0.000  0.000 0.000 17.131 0.107 
SN2009ad 2454921.52 16.766 0.018  0.000 0.000  0.000 0.000 
SN2009ad 2454921.53 16.727 0.018  0.000 0.000  0.000 0.000 
SN2009ag 2454886.62 15.037 0.013 14.848 0.011 14.954 0.013 
SN2009ag 2454886.63 15.050 0.014 14.877 0.012 14.949 0.010 
SN2009ag 2454887.62 15.053 0.012 14.870 0.012 14.965 0.012 
SN2009ag 2454887.63 15.066 0.014 14.857 0.011 14.979 0.010 
SN2009ag 2454889.63 15.142 0.008 14.892 0.009 15.015 0.013 
SN2009ag 2454889.64 15.138 0.008 14.912 0.010 15.053 0.010 
SN2009ag 2454890.62 15.194 0.011 14.955 0.010 15.056 0.011 
SN2009ag 2454890.63 15.212 0.009 14.972 0.011 15.088 0.010 
SN2009ag 2454891.64 15.284 0.011 15.044 0.010 15.125 0.011 
SN2009ag 2454891.65 15.298 0.009 15.031 0.010 15.117 0.010 
SN2009ag 2454892.59 15.356 0.011 15.084 0.009 15.155 0.014 
SN2009ag 2454892.60 15.365 0.010 15.103 0.010 15.148 0.011 
SN2009ag 2454893.58 15.391 0.008  0.000 0.000  0.000 0.000 
SN2009ag 2454893.59 15.406 0.009  0.000 0.000  0.000 0.000 
SN2009ag 2454894.59 15.450 0.012 15.209 0.010 15.226 0.017 
SN2009ag 2454894.60 15.439 0.008 15.213 0.011 15.197 0.013 
SN2009ag 2454899.58 15.619 0.011 15.797 0.013 15.236 0.014 
SN2009ag 2454899.59 15.614 0.013 15.798 0.014 15.269 0.012 
SN2009ag 2454901.60 15.615 0.013 16.108 0.016 15.261 0.017 
SN2009ag 2454901.61 15.632 0.013 16.060 0.017 15.245 0.016 
SN2009ag 2454907.60 15.417 0.011 16.189 0.013 15.135 0.013 
SN2009ag 2454907.61 15.450 0.009 16.222 0.015 15.159 0.013 
SN2009ag 2454913.57 15.157 0.009 16.057 0.014 15.065 0.012 
SN2009ag 2454913.57 15.149 0.009 16.089 0.016 15.047 0.011 
SN2009ag 2454921.57 14.900 0.012 15.848 0.013 15.175 0.017 
SN2009ag 2454921.58 14.911 0.012 15.804 0.012 15.163 0.021 
SN2009ag 2454929.52 15.249 0.010 16.402 0.020 15.594 0.018 
SN2009ag 2454929.53 15.235 0.009 16.364 0.018 15.591 0.021 
SN2009ag 2454932.53 15.393 0.010 16.575 0.025 15.778 0.025 
SN2009ag 2454932.54 15.394 0.008 16.619 0.020 15.813 0.023 
SN2009ag 2454939.51 15.737 0.010 17.132 0.032  0.000 0.000 
SN2009ag 2454939.52 15.751 0.009 17.039 0.029  0.000 0.000 
SN2009al 2454891.71 16.604 0.014 16.487 0.013 16.683 0.030 
SN2009al 2454891.72 16.591 0.014 16.473 0.014 16.646 0.032 
SN2009al 2454892.69 16.532 0.015 16.439 0.014 16.646 0.030 
SN2009al 2454892.70 16.557 0.016 16.403 0.015 16.595 0.036 
SN2009al 2454894.72 16.543 0.017 16.380 0.020 16.783 0.063 
SN2009al 2454894.73 16.523 0.017 16.391 0.020 16.657 0.063 
SN2009al 2454899.69 16.732 0.020 16.601 0.017 16.718 0.038 
SN2009al 2454899.69 16.712 0.017 16.582 0.024 16.835 0.043 
SN2009al 2454907.71 16.906 0.015 17.339 0.025 17.032 0.048 
SN2009al 2454907.72 16.922 0.017 17.333 0.048 17.015 0.042 
SN2009al 2454913.67 16.748 0.018 17.384 0.025 16.773 0.048 
SN2009al 2454913.68 16.765 0.017 17.450 0.028 16.831 0.043 
SN2009al 2454973.54 18.479 0.059  0.000 0.000  0.000 0.000 
SN2009al 2454973.54 18.514 0.058  0.000 0.000  0.000 0.000 
SN2009cz 2454939.57 16.292 0.012 16.170 0.016 16.526 0.059 
SN2009cz 2454939.58 16.312 0.012 16.184 0.015 16.423 0.048 
SN2009cz 2454948.52 16.869 0.022 16.735 0.031 16.711 0.069 
SN2009cz 2454948.53 16.876 0.023 16.688 0.027 16.791 0.070 
SN2009cz 2454949.52 16.936 0.021 16.764 0.032 16.846 0.066 
SN2009cz 2454949.53  0.000 0.000 16.784 0.025 16.884 0.062 
SN2009cz 2454961.51 16.854 0.026 17.762 0.089 16.892 0.106 
SN2009cz 2454961.51 16.836 0.022 17.679 0.090  0.000 0.000 
SN2009cz 2454962.51  0.000 0.000 17.723 0.080 16.834 0.080 
SN2009cz 2454962.52  0.000 0.000 17.937 0.087 16.722 0.058 
SN2009cz 2454965.51 16.675 0.040  0.000 0.000 16.477 0.090 
SN2009cz 2454965.50 16.695 0.031  0.000 0.000  0.000 0.000 
SN2009dc 2454939.82 15.877 0.013 15.732 0.012 15.976 0.031 
SN2009dc 2454939.83 15.839 0.013 15.767 0.012 15.955 0.038 
SN2009dc 2454945.79 15.736 0.012 15.539 0.013 15.782 0.022 
SN2009dc 2454945.79 15.744 0.012 15.558 0.010 15.803 0.029 
SN2009dc 2454948.78 15.748 0.009 15.567 0.011 15.662 0.018 
SN2009dc 2454948.78 15.755 0.013 15.578 0.011  0.000 0.000 
SN2009dc 2454961.72 15.722 0.011 15.902 0.013 15.707 0.030 
SN2009dc 2454961.73 15.722 0.012  0.000 0.000 15.737 0.033 
SN2009dc 2454965.74 15.635 0.011 16.010 0.013 15.667 0.023 
SN2009dc 2454965.75 15.627 0.012 15.992 0.013 15.613 0.026 
SN2009dc 2454969.75 15.523 0.010 15.957 0.014 15.626 0.027 
SN2009dc 2454969.76 15.511 0.010 16.003 0.018 15.581 0.027 
SN2009dc 2454973.70 15.432 0.011 15.916 0.015 15.589 0.023 
SN2009dc 2454973.72  0.000 0.000 15.958 0.013 15.500 0.023 
SN2009dc 2454975.68 15.401 0.007 15.928 0.012 15.542 0.022 
SN2009dc 2454975.69 15.422 0.011 15.914 0.011 15.563 0.031 
SN2009ds 2454961.62 16.497 0.016 16.151 0.016 16.319 0.039 
SN2009ds 2454961.63 16.485 0.016 16.191 0.018 16.385 0.054 
SN2009ds 2454962.63 16.580 0.016 16.215 0.022 16.453 0.038 
SN2009ds 2454962.64 16.582 0.019 16.210 0.021 16.495 0.039 
SN2009ds 2454965.61 16.874 0.022 16.405 0.021 16.550 0.050 
SN2009ds 2454965.61 16.904 0.021 16.412 0.022  0.000 0.000 
SN2009ds 2454967.59 17.076 0.030 16.561 0.019 16.538 0.041 
SN2009ds 2454967.60 17.021 0.021 16.649 0.026 16.601 0.047 
SN2009ds 2454971.61 17.226 0.050 17.090 0.069 16.813 0.078 
SN2009ds 2454971.62 17.131 0.057 17.085 0.046 16.702 0.056 
SN2009ds 2454975.68 17.217 0.024 17.762 0.052 16.964 0.086 
SN2009ds 2454975.68  0.000 0.000 17.825 0.059  0.000 0.000 
SN2009le 2455153.53 17.025 0.021 16.872 0.019 17.030 0.055 
SN2009le 2455153.54 16.981 0.021 16.851 0.021 16.926 0.057 
SN2009le 2455154.70 16.579 0.017 16.477 0.012 16.656 0.044 
SN2009le 2455154.71 16.596 0.017 16.440 0.014 16.665 0.040 
SN2010ae 2455268.56 16.336 0.021 16.487 0.022 15.702 0.036 
SN2010ae 2455268.57 16.377 0.019 16.427 0.019 15.647 0.037 
SN2010ae 2455269.63 16.406 0.022 16.528 0.021 15.717 0.036 
SN2010ae 2455269.64 16.404 0.020 16.511 0.020 15.832 0.034 
SN2010ae 2455272.66 16.606 0.022 16.689 0.026  0.000 0.000 
SN2010ae 2455273.54 16.657 0.029 16.755 0.027 15.785 0.058 
SN2010ae 2455273.55 16.646 0.026 16.815 0.028 15.938 0.048 
SN2010ae 2455276.50 16.796 0.026 16.959 0.033  0.000 0.000 
SN2010ae 2455276.51 16.811 0.030 16.836 0.052  0.000 0.000 
