SN2004dt 2453266.73 18.848 0.016 17.372 0.006 16.299 0.006 16.227 0.005 17.783 0.009 16.735 0.007 
SN2004dt 2453267.74 18.943 0.023 17.441 0.008 16.381 0.006 16.290 0.009 17.856 0.011 16.796 0.008 
SN2004dt 2453268.74 19.027 0.019 17.495 0.009 16.396 0.009 16.356 0.011 17.921 0.009 16.853 0.007 
SN2004dt 2453269.68  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000 17.947 0.017 16.931 0.008 
SN2004dt 2453270.68  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000 18.016 0.011 16.951 0.006 
SN2004dt 2453271.79 19.138 0.024 17.631 0.008 16.546 0.008 16.531 0.009 18.041 0.011 16.990 0.007 
SN2004dt 2453272.78 19.139 0.023 17.671 0.009 16.598 0.009 16.590 0.009 18.070 0.013 17.023 0.008 
SN2004dt 2453273.79 19.155 0.032 17.694 0.008 16.630 0.009 16.626 0.009 18.107 0.012 17.052 0.009 
SN2004dt 2453274.71 19.181 0.039 17.742 0.009 16.681 0.007 16.678 0.008 18.104 0.016 17.082 0.009 
SN2004dt 2453275.74 19.325 0.063 17.755 0.011 16.724 0.008 16.746 0.008 18.152 0.023 17.120 0.009 
SN2004dt 2453276.74 19.101 0.057 17.806 0.017 16.758 0.008 16.782 0.010 18.180 0.026 17.154 0.010 
SN2004dt 2453277.69 19.352 0.098 17.819 0.018 16.791 0.017 16.815 0.019 18.189 0.032 17.160 0.016 
SN2004dt 2453278.77  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000 17.169 0.017 
SN2004dt 2453279.70 19.274 0.044 17.820 0.011 16.850 0.009 16.893 0.011 18.208 0.019 17.201 0.010 
SN2004dt 2453280.71 19.318 0.031 17.840 0.009 16.887 0.009 16.953 0.015 18.220 0.016 17.250 0.011 
SN2004dt 2453281.72 19.311 0.028 17.858 0.009 16.920 0.009 16.993 0.010 18.273 0.016 17.269 0.009 
SN2004dt 2453282.69 19.409 0.026 17.876 0.009 16.940 0.009 17.032 0.012  0.000 0.000  0.000 0.000 
SN2004dt 2453284.83  0.000 0.000 17.874 0.009 17.046 0.006 17.065 0.008 18.305 0.013 17.363 0.010 
SN2004dt 2453287.69 19.459 0.022 17.968 0.008 17.080 0.007 17.209 0.009 18.323 0.009 17.406 0.008 
SN2004dt 2453289.77 19.465 0.020 17.941 0.011 17.165 0.009 17.298 0.010 18.356 0.010 17.450 0.009 
SN2004dt 2453291.69 19.481 0.022 17.986 0.009 17.214 0.007 17.359 0.009 18.346 0.010 17.500 0.008 
SN2004dt 2453293.73 19.544 0.034 18.024 0.006 17.280 0.006 17.432 0.007 18.382 0.026 17.539 0.009 
SN2004dt 2453294.79 19.587 0.028 18.045 0.007 17.326 0.006 17.476 0.007 18.444 0.010 17.562 0.007 
SN2004dt 2453295.75 19.555 0.027 18.031 0.009 17.321 0.008 17.512 0.009 18.439 0.010 17.577 0.011 
SN2004dt 2453299.69 19.678 0.029 18.084 0.010 17.452 0.011 17.689 0.016 18.472 0.011 17.670 0.011 
SN2004dt 2453305.75 19.753 0.080 18.229 0.038  0.000 0.000  0.000 0.000 18.549 0.019  0.000 0.000 
SN2004dt 2453323.72  0.000 0.000 18.420 0.008 18.212 0.008  0.000 0.000  0.000 0.000  0.000 0.000 
SN2004dt 2453324.69 20.079 0.039 18.424 0.008 18.243 0.010 18.430 0.012 18.778 0.010 18.189 0.009 
SN2004dt 2453329.70 20.174 0.053 18.485 0.010 18.378 0.012 18.588 0.013 18.854 0.014 18.298 0.013 
SN2004dt 2453331.62 20.223 0.079 18.521 0.012 18.458 0.013 18.644 0.017 18.890 0.019 18.323 0.015 
SN2004dt 2453341.61 20.406 0.044 18.672 0.010 18.829 0.012 18.899 0.016 19.021 0.012 18.550 0.011 
SN2004dt 2453345.63 20.522 0.049 18.680 0.016 18.941 0.016 19.062 0.023 19.124 0.014 18.641 0.012 
SN2004dt 2453349.61 20.685 0.059 18.795 0.012 19.036 0.015 19.096 0.016 19.141 0.012 18.724 0.012 
SN2004dt 2453365.62  0.000 0.000 19.059 0.024 19.521 0.028  0.000 0.000 19.451 0.035 19.051 0.024 
SN2004ef 2453255.69  0.000 0.000 17.861 0.005 17.800 0.005 18.015 0.009 17.970 0.005 17.875 0.006 
SN2004ef 2453256.65 18.406 0.015 17.645 0.006 17.588 0.007 17.760 0.009 17.756 0.007 17.644 0.007 
SN2004ef 2453257.66 18.201 0.012 17.454 0.005 17.394 0.005 17.584 0.007 17.552 0.008 17.476 0.007 
SN2004ef 2453258.63 18.041 0.014 17.305 0.005 17.242 0.005 17.439 0.008 17.416 0.008 17.334 0.006 
SN2004ef 2453259.63 17.947 0.013 17.179 0.005 17.115 0.005 17.356 0.007 17.273 0.005 17.209 0.005 
SN2004ef 2453260.66 17.875 0.012 17.072 0.005 17.016 0.005 17.321 0.007 17.182 0.006 17.104 0.006 
SN2004ef 2453261.60 17.826 0.013 17.006 0.006 16.949 0.007 17.313 0.009 17.113 0.007 17.028 0.006 
SN2004ef 2453262.57 17.829 0.026 16.970 0.005 16.900 0.005 17.334 0.008 17.082 0.006 16.994 0.005 
SN2004ef 2453263.60 17.841 0.014 16.930 0.006 16.867 0.009 17.347 0.011 17.060 0.009 16.949 0.007 
SN2004ef 2453264.60 17.869 0.013 16.923 0.005 16.824 0.006 17.369 0.008 17.054 0.005 16.919 0.007 
SN2004ef 2453265.65 17.947 0.013 16.931 0.005 16.802 0.006 17.363 0.008 17.087 0.005 16.910 0.005 
SN2004ef 2453266.63 18.033 0.014 16.958 0.005 16.802 0.005 17.370 0.007 17.105 0.005 16.914 0.005 
SN2004ef 2453267.62 18.149 0.017 16.998 0.005 16.820 0.007 17.380 0.011 17.149 0.007 16.929 0.007 
SN2004ef 2453268.64 18.255 0.014 17.034 0.007 16.836 0.007 17.428 0.010 17.215 0.005 16.952 0.005 
SN2004ef 2453269.59  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000 17.328 0.009  0.000 0.000 
SN2004ef 2453270.59  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000 17.381 0.007 17.015 0.005 
SN2004ef 2453271.60 18.691 0.029 17.237 0.005 17.029 0.006 17.695 0.010 17.478 0.008 17.063 0.006 
SN2004ef 2453272.65 18.681 0.031 17.328 0.006 17.108 0.007 17.843 0.012 17.588 0.008 17.125 0.006 
SN2004ef 2453273.69 18.888 0.041 17.419 0.009 17.178 0.008 17.912 0.013 17.722 0.011 17.191 0.007 
SN2004ef 2453274.64 19.078 0.052 17.505 0.010 17.241 0.008 17.976 0.016 17.827 0.014 17.267 0.008 
SN2004ef 2453275.68 19.166 0.087 17.639 0.014 17.318 0.012 18.015 0.019 17.925 0.016 17.319 0.012 
SN2004ef 2453276.65 19.533 0.129 17.726 0.018 17.345 0.012 18.041 0.020 18.105 0.025 17.415 0.014 
SN2004ef 2453277.60 19.502 0.100 17.833 0.016 17.364 0.018 18.042 0.027 18.198 0.018 17.480 0.012 
SN2004ef 2453278.61 19.582 0.063 17.956 0.012 17.422 0.011 18.006 0.017 18.322 0.016 17.551 0.011 
SN2004ef 2453279.62 19.693 0.058 18.070 0.009 17.446 0.008 17.966 0.015 18.497 0.015 17.612 0.009 
SN2004ef 2453280.61 19.968 0.053 18.185 0.008 17.457 0.007 17.939 0.012 18.606 0.015 17.692 0.008 
SN2004ef 2453281.61 20.032 0.038 18.306 0.007 17.477 0.008 17.899 0.011 18.740 0.011 17.767 0.008 
SN2004ef 2453282.58 20.205 0.045 18.401 0.009 17.498 0.007 17.881 0.011  0.000 0.000  0.000 0.000 
SN2004ef 2453287.62 20.796 0.072 18.918 0.010 17.689 0.005 17.801 0.008 19.351 0.013 18.165 0.008 
SN2004ef 2453289.63 20.768 0.051 19.116 0.009 17.837 0.006 17.862 0.008 19.553 0.015 18.353 0.009 
SN2004ef 2453290.61 20.923 0.088 19.215 0.010 17.936 0.006 17.950 0.008 19.640 0.022 18.429 0.010 
SN2004ef 2453291.60 20.948 0.063 19.277 0.011 18.027 0.007 18.049 0.010 19.705 0.018 18.528 0.010 
SN2004ef 2453292.60 20.876 0.081 19.334 0.012 18.105 0.006 18.134 0.010 19.802 0.020 18.607 0.011 
SN2004ef 2453294.61 21.133 0.086 19.479 0.010 18.259 0.009 18.327 0.011 19.915 0.020 18.743 0.010 
SN2004ef 2453295.64 21.099 0.066 19.535 0.011 18.319 0.007 18.403 0.011 19.939 0.018 18.834 0.010 
SN2004ef 2453298.58 21.301 0.102 19.671 0.013 18.473 0.008 18.590 0.011  0.000 0.000  0.000 0.000 
SN2004ef 2453300.60  0.000 0.000 19.764 0.022 18.535 0.010 18.701 0.013 20.136 0.037 19.028 0.016 
SN2004ef 2453301.59  0.000 0.000 19.796 0.029 18.590 0.012 18.748 0.016 20.119 0.071 19.111 0.025 
SN2004ef 2453302.61  0.000 0.000 19.758 0.034 18.594 0.013 18.845 0.016 20.228 0.080 19.080 0.027 
SN2004ef 2453303.60  0.000 0.000 19.825 0.045 18.643 0.017 18.830 0.022 20.121 0.099 19.174 0.035 
SN2004ef 2453305.61  0.000 0.000 19.814 0.047 18.734 0.019 18.909 0.023 20.317 0.076 19.182 0.027 
SN2004ef 2453307.63  0.000 0.000 20.026 0.070 18.800 0.020 19.091 0.035  0.000 0.000  0.000 0.000 
SN2004ef 2453308.61  0.000 0.000 19.916 0.039 18.842 0.016 19.101 0.025  0.000 0.000 19.262 0.028 
SN2004ef 2453309.61  0.000 0.000 19.913 0.017 18.866 0.012 19.184 0.019 20.461 0.083 19.256 0.027 
SN2004ef 2453310.60  0.000 0.000 19.930 0.013 18.882 0.010 19.178 0.020 20.359 0.045 19.315 0.017 
SN2004ef 2453311.61 21.491 0.167 19.948 0.015 18.922 0.010 19.209 0.017  0.000 0.000 19.343 0.014 
SN2004ef 2453312.56  0.000 0.000 19.977 0.014 18.967 0.012 19.213 0.028  0.000 0.000  0.000 0.000 
SN2004ef 2453321.59  0.000 0.000 20.120 0.017 19.261 0.010 19.597 0.025 20.426 0.030 19.599 0.020 
SN2004ef 2453329.57  0.000 0.000 20.272 0.046 19.535 0.022 19.900 0.038  0.000 0.000 19.761 0.037 
SN2004eo 2453266.52 18.465 0.016 17.412 0.004 17.201 0.004 17.379 0.007 17.586 0.006 17.356 0.010 
SN2004eo 2453267.52 17.855 0.016 16.995 0.004 16.825 0.005 16.984 0.007 17.129 0.006 16.983 0.012 
SN2004eo 2453268.52 17.352 0.012 16.636 0.004 16.520 0.004 16.660 0.006 16.746 0.007 16.671 0.010 
SN2004eo 2453269.54  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000 16.459 0.005 16.369 0.012 
SN2004eo 2453270.55  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000 16.205 0.004 16.160 0.009 
SN2004eo 2453271.55 16.475 0.012 15.908 0.004 15.849 0.004 16.023 0.004 16.022 0.005 16.000 0.010 
SN2004eo 2453272.55 16.325 0.012 15.759 0.004 15.710 0.004 15.903 0.006 15.869 0.006 15.852 0.011 
SN2004eo 2453273.54 16.174 0.014 15.639 0.007 15.597 0.004 15.808 0.006 15.755 0.005 15.729 0.011 
SN2004eo 2453274.51 16.101 0.013 15.554 0.004 15.509 0.004 15.760 0.004 15.658 0.005 15.627 0.011 
SN2004eo 2453275.52 16.079 0.017 15.482 0.007 15.448 0.008 15.731 0.005 15.584 0.006 15.568 0.027 
SN2004eo 2453276.58 16.030 0.018  0.000 0.000 15.395 0.004 15.731 0.004 15.541 0.011 15.494 0.015 
SN2004eo 2453277.51 16.049 0.014  0.000 0.000  0.000 0.000 15.764 0.007 15.507 0.006 15.465 0.012 
SN2004eo 2453278.51 16.070 0.012  0.000 0.000  0.000 0.000 15.801 0.008 15.493 0.007 15.443 0.012 
SN2004eo 2453279.52 16.092 0.012  0.000 0.000  0.000 0.000 15.830 0.008 15.497 0.005 15.421 0.010 
SN2004eo 2453280.51 16.173 0.010 15.385 0.004 15.319 0.004 15.849 0.004 15.524 0.004 15.418 0.009 
SN2004eo 2453281.51 16.274 0.011 15.412 0.004 15.323 0.004 15.864 0.004 15.566 0.004 15.419 0.010 
SN2004eo 2453282.51 16.380 0.011  0.000 0.000  0.000 0.000 15.889 0.008  0.000 0.000  0.000 0.000 
SN2004eo 2453285.55  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000 15.586 0.056 
SN2004eo 2453287.56 17.075 0.014 15.777 0.004 15.557 0.004 16.134 0.004 16.085 0.004 15.607 0.010 
SN2004eo 2453288.56 17.252 0.011 15.864 0.004 15.620 0.004 16.190 0.006 16.200 0.006 15.688 0.010 
SN2004eo 2453289.57 17.407 0.012 15.971 0.004 15.689 0.004 16.226 0.005 16.323 0.006 15.745 0.010 
SN2004eo 2453290.57 17.584 0.012 16.074 0.004 15.742 0.004 16.252 0.004 16.454 0.006 15.820 0.009 
SN2004eo 2453291.55 17.735 0.012 16.187 0.004 15.784 0.004 16.253 0.004 16.593 0.005 15.898 0.009 
SN2004eo 2453292.55 17.910 0.013 16.301 0.004 15.826 0.004 16.246 0.005 16.727 0.006 15.978 0.010 
SN2004eo 2453294.50 18.253 0.017 16.532 0.005 15.894 0.004 16.213 0.004 16.998 0.007 16.141 0.010 
SN2004eo 2453295.50 18.375 0.017 16.644 0.009 15.924 0.004 16.209 0.007 17.113 0.007 16.199 0.011 
SN2004eo 2453298.53 18.732 0.023 16.961 0.007 16.021 0.005 16.190 0.008 17.471 0.010 16.408 0.012 
SN2004eo 2453300.51 18.945 0.054 17.148 0.009 16.098 0.009 16.206 0.009 17.650 0.010 16.547 0.013 
SN2004eo 2453301.51 19.001 0.040 17.242 0.012 16.150 0.004 16.231 0.005 17.720 0.015 16.606 0.014 
SN2004eo 2453302.51 19.065 0.046 17.347 0.014 16.191 0.004 16.239 0.004 17.805 0.015 16.684 0.013 
SN2004eo 2453303.51 19.115 0.043 17.403 0.010 16.258 0.005 16.254 0.005 17.917 0.016 16.732 0.014 
SN2004eo 2453304.52  0.000 0.000 17.483 0.010 16.313 0.004 16.256 0.013 17.971 0.036 16.802 0.089 
SN2004eo 2453305.51 19.283 0.047 17.580 0.010 16.384 0.006 16.340 0.007 18.009 0.026 16.895 0.017 
SN2004eo 2453307.55 19.394 0.078 17.698 0.012 16.536 0.005 16.458 0.006 18.212 0.033 16.994 0.024 
SN2004eo 2453308.52 19.418 0.029 17.780 0.008 16.619 0.004 16.549 0.005 18.223 0.009 17.122 0.010 
SN2004eo 2453309.51 19.489 0.028 17.829 0.013 16.692 0.006 16.629 0.007 18.293 0.009 17.186 0.011 
SN2004eo 2453310.52 19.555 0.032 17.878 0.009 16.763 0.005 16.712 0.007 18.346 0.009 17.261 0.011 
SN2004eo 2453311.52 19.560 0.028 17.921 0.013 16.829 0.005 16.788 0.006 18.382 0.009 17.300 0.011 
SN2004eo 2453312.51 19.610 0.028 17.982 0.010 16.889 0.005 16.861 0.007  0.000 0.000  0.000 0.000 
SN2004eo 2453321.54 19.995 0.085 18.253 0.008 17.281 0.007 17.314 0.009  0.000 0.000  0.000 0.000 
SN2004eo 2453329.53  0.000 0.000 18.356 0.019 17.534 0.009 17.621 0.011 18.883 0.035 17.907 0.015 
SN2004eo 2453341.54  0.000 0.000 18.577 0.026 17.918 0.013 18.063 0.026 18.995 0.037 18.150 0.029 
SN2004ey 2453295.53 16.534 0.009 15.915 0.005 15.929 0.007 16.173 0.007 15.971 0.007 15.987 0.006 
SN2004ey 2453298.68  0.000 0.000 15.466 0.007 15.493 0.005 15.776 0.006 15.532 0.006 15.521 0.006 
SN2004ey 2453299.52 15.855 0.009 15.371 0.006 15.439 0.009 15.731 0.009 15.432 0.006 15.444 0.007 
SN2004ey 2453300.55 15.792 0.011 15.300 0.007 15.360 0.009 15.697 0.009 15.365 0.005 15.363 0.007 
SN2004ey 2453301.54 15.744 0.010 15.243 0.004 15.293 0.005 15.702 0.006 15.309 0.005 15.303 0.006 
SN2004ey 2453302.55 15.718 0.010 15.199 0.005 15.251 0.005 15.717 0.006 15.267 0.005 15.248 0.006 
SN2004ey 2453303.55 15.722 0.012 15.171 0.006 15.228 0.007 15.752 0.009 15.243 0.006 15.222 0.007 
SN2004ey 2453304.57 15.744 0.011 15.170 0.005 15.194 0.008 15.769 0.012 15.246 0.006 15.205 0.005 
SN2004ey 2453305.55 15.798 0.011 15.170 0.007 15.181 0.007 15.781 0.010 15.257 0.007 15.199 0.007 
SN2004ey 2453307.58 15.966 0.011 15.224 0.005 15.195 0.004 15.867 0.006 15.325 0.006 15.222 0.005 
SN2004ey 2453308.56 16.038 0.011 15.247 0.004 15.216 0.005 15.884 0.007 15.354 0.005 15.240 0.006 
SN2004ey 2453309.55 16.114 0.011 15.275 0.007 15.227 0.008 15.921 0.008 15.410 0.008 15.267 0.007 
SN2004ey 2453310.55 16.205 0.009 15.315 0.006 15.279 0.006 15.972 0.007 15.446 0.004 15.291 0.005 
SN2004ey 2453311.56 16.296 0.009 15.363 0.005 15.330 0.006 16.034 0.007 15.509 0.006 15.326 0.006 
SN2004ey 2453312.53 16.400 0.011 15.422 0.006 15.396 0.008 16.094 0.009  0.000 0.000  0.000 0.000 
SN2004ey 2453314.57 16.620 0.009 15.539 0.005 15.532 0.004 16.294 0.007 15.728 0.004 15.476 0.005 
SN2004ey 2453315.56 16.729 0.010 15.605 0.007 15.606 0.006 16.376 0.008 15.815 0.007 15.532 0.008 
SN2004ey 2453320.54 17.409 0.012 16.032 0.004 15.895 0.005 16.570 0.007  0.000 0.000  0.000 0.000 
SN2004ey 2453328.54 18.422 0.023 16.752 0.007 16.025 0.007 16.400 0.009 17.201 0.009 16.262 0.008 
SN2004ey 2453330.58 18.637 0.039 16.959 0.009 16.084 0.007 16.357 0.007 17.418 0.013 16.403 0.009 
SN2004ey 2453331.53 18.726 0.032 17.046 0.009 16.108 0.006 16.323 0.007 17.494 0.011 16.464 0.009 
SN2004ey 2453335.54  0.000 0.000  0.000 0.000 16.256 0.007 16.342 0.007 17.789 0.010 16.709 0.009 
SN2004ey 2453337.53 19.157 0.032 17.494 0.015 16.396 0.007 16.434 0.007 17.905 0.014 16.803 0.009 
SN2004ey 2453338.55  0.000 0.000  0.000 0.000 16.453 0.008 16.471 0.009 17.992 0.011 16.874 0.006 
SN2004ey 2453339.54  0.000 0.000  0.000 0.000 16.521 0.007 16.567 0.008 18.058 0.011 16.945 0.008 
SN2004ey 2453340.56 19.235 0.024 17.695 0.009 16.589 0.008 16.649 0.009 18.088 0.012 16.996 0.009 
SN2004ey 2453342.52  0.000 0.000  0.000 0.000 16.713 0.008 16.796 0.009 18.221 0.020 17.080 0.026 
SN2004ey 2453344.54 19.426 0.031 17.829 0.013 16.820 0.009 16.901 0.010 18.259 0.012 17.181 0.010 
SN2004ey 2453346.54  0.000 0.000  0.000 0.000 16.917 0.008 17.030 0.010 18.308 0.012 17.269 0.010 
SN2004ey 2453348.54 19.483 0.034 17.951 0.011 16.991 0.009 17.136 0.010 18.372 0.014 17.335 0.012 
SN2004ey 2453351.54  0.000 0.000  0.000 0.000 17.100 0.009 17.268 0.015 18.415 0.021 17.422 0.012 
SN2004ey 2453352.55 19.509 0.055 18.054 0.012 17.141 0.009 17.307 0.014 18.456 0.022 17.429 0.017 
SN2004gc 2453329.83  0.000 0.000 17.440 0.010 17.216 0.014 17.758 0.036 17.625 0.009 17.349 0.010 
SN2004gc 2453330.78  0.000 0.000 17.448 0.007 17.180 0.008 17.683 0.013 17.669 0.009 17.359 0.010 
SN2004gc 2453331.76  0.000 0.000 17.505 0.008 17.193 0.010 17.689 0.012 17.727 0.010 17.363 0.009 
SN2004gc 2453332.75  0.000 0.000 17.564 0.009 17.208 0.007 17.710 0.015 17.798 0.013 17.389 0.009 
SN2004gc 2453333.79  0.000 0.000 17.623 0.007 17.226 0.008 17.780 0.013 17.919 0.009 17.408 0.008 
SN2004gc 2453336.76  0.000 0.000 17.860 0.013 17.359 0.012 17.975 0.018 18.180 0.015 17.561 0.011 
SN2004gc 2453337.78  0.000 0.000 17.957 0.012 17.433 0.011 18.016 0.017 18.338 0.017 17.602 0.011 
SN2004gc 2453340.76  0.000 0.000 18.296 0.010 17.575 0.011 18.034 0.015 18.664 0.013 17.812 0.011 
SN2004gc 2453341.76  0.000 0.000 18.389 0.010 17.563 0.018 18.065 0.012 18.812 0.015 17.888 0.009 
SN2004gc 2453344.75  0.000 0.000 18.741 0.011 17.732 0.009 18.039 0.014 19.163 0.016 18.079 0.013 
SN2004gc 2453345.74  0.000 0.000 18.824 0.011 17.759 0.014 18.061 0.020 19.286 0.016 18.185 0.011 
SN2004gc 2453348.80  0.000 0.000 19.131 0.013 17.856 0.011 18.041 0.012 19.613 0.019 18.384 0.013 
SN2004gc 2453349.79  0.000 0.000 19.181 0.011 17.901 0.007 18.079 0.020  0.000 0.000 18.394 0.040 
SN2004gc 2453352.73  0.000 0.000 19.434 0.012 18.002 0.010 18.045 0.011 19.906 0.022 18.603 0.014 
SN2004gc 2453353.69  0.000 0.000 19.499 0.014 18.061 0.010 18.055 0.015 20.000 0.022 18.693 0.015 
SN2004gc 2453356.76  0.000 0.000 19.726 0.015 18.261 0.018 18.222 0.016 20.197 0.022 18.892 0.013 
SN2004gc 2453357.69  0.000 0.000 19.750 0.016 18.341 0.015  0.000 0.000  0.000 0.000  0.000 0.000 
SN2004gc 2453361.68  0.000 0.000 19.986 0.029 18.589 0.015 18.655 0.016 20.426 0.045 19.231 0.018 
SN2004gc 2453369.71  0.000 0.000 20.225 0.064 18.956 0.048 19.129 0.040 20.697 0.096 19.413 0.036 
SN2004gc 2453372.71  0.000 0.000 20.249 0.022 19.023 0.016 19.234 0.024 20.697 0.055 19.577 0.020 
SN2004gc 2453373.70  0.000 0.000 20.281 0.029 19.034 0.014 19.346 0.037 20.860 0.074 19.552 0.029 
SN2004gc 2453376.71  0.000 0.000 20.349 0.022 19.090 0.019  0.000 0.000 20.822 0.051 19.668 0.024 
SN2004gc 2453380.72  0.000 0.000 20.494 0.050 19.187 0.026 19.591 0.060 20.944 0.164 19.849 0.059 
SN2004gc 2453381.70  0.000 0.000 20.485 0.024 19.320 0.020 19.655 0.038 20.911 0.050 19.703 0.031 
SN2004gc 2453385.70  0.000 0.000 20.550 0.027 19.271 0.031 19.787 0.038 20.904 0.049 19.888 0.026 
SN2004gc 2453387.71  0.000 0.000  0.000 0.000 19.427 0.021 19.843 0.051 20.862 0.079 19.867 0.031 
SN2004gc 2453390.62  0.000 0.000  0.000 0.000 19.421 0.030  0.000 0.000 21.006 0.127 19.947 0.049 
SN2004gc 2453394.65  0.000 0.000  0.000 0.000  0.000 0.000 20.093 0.074  0.000 0.000 19.996 0.069 
SN2004gc 2453397.66  0.000 0.000 20.652 0.048 19.716 0.032 20.160 0.056 21.075 0.137 20.038 0.051 
SN2004gs 2453352.85 18.164 0.044 17.297 0.010 17.203 0.009 17.381 0.020 17.432 0.008 17.314 0.009 
SN2004gs 2453353.82 18.081 0.016 17.206 0.006 17.119 0.006 17.378 0.009 17.362 0.007 17.241 0.007 
SN2004gs 2453356.83 18.139 0.018 17.115 0.006 17.009 0.006 17.397 0.010 17.281 0.007 17.098 0.008 
SN2004gs 2453357.77 18.226 0.016 17.126 0.006 17.000 0.007 17.413 0.009 17.319 0.008 17.075 0.009 
SN2004gs 2453361.76 18.739 0.021 17.351 0.009 17.058 0.009 17.560 0.012 17.602 0.009 17.158 0.010 
SN2004gs 2453362.80 18.878 0.025 17.431 0.009 17.121 0.009 17.646 0.014 17.724 0.010 17.199 0.009 
SN2004gs 2453363.79 18.974 0.031 17.525 0.009 17.177 0.009 17.723 0.014 17.847 0.012 17.272 0.011 
SN2004gs 2453365.76 19.238 0.078 17.729 0.015 17.288 0.011 17.832 0.017 18.097 0.021 17.393 0.014 
SN2004gs 2453369.77  0.000 0.000 18.079 0.104  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000 
